family,metric,effect,effect_type,protocol,bootstrap_unit,endpoint_representation,estimate,ci_low,ci_high,n
ecgaim,j_point_amplitude_mae,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00011193167622259617,3.7265400082091164e-05,0.00020287153927458598,2198
ecgaim,j_point_amplitude_mae,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-4.5079543893805976e-05,-0.00011734672605454109,2.3497381641329137e-05,2198
ecgaim,j_point_amplitude_mae,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-2.140114930254137e-05,-9.338487626256216e-05,4.9747207984753304e-05,2198
ecgaim,j_point_amplitude_mae,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-7.017962485204389e-05,-0.0001387364195929259,1.6819074910996347e-06,2198
ecgaim,j_point_amplitude_mae,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-2.000026028388069e-05,-0.00010074681636234911,4.809641968215059e-05,2198
ecgaim,j_point_amplitude_mae,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-3.147028181939178e-05,-0.00018061928025462357,0.00010703694586672747,2198
ecgaim,j_point_amplitude_mae,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,7.022134745722337e-05,-8.163351970402135e-05,0.00020804991429183682,2198
ecgaim,j_point_amplitude_mae,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0002529956507382133,-0.0004105001881686282,-0.00010977431691948346,2198
ecgaim,j_point_amplitude_mae,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00013658694774200554,9.63939835212209e-06,0.0002665319587484886,2198
ecgaim,j_point_amplitude_mae,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0005550186835768361,-0.0008728359320603943,-0.0002549700968709147,2198
ecgaim,ecgfounder_auroc,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.00017764064931253154,-0.0006361160084972595,0.00031426992476656746,2198
ecgaim,ecgfounder_auroc,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.00043403769880726,-0.0022192166847166675,0.0013102899034821136,2198
ecgaim,ecgfounder_auroc,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.0009049335131012772,0.00029329793736807615,0.0014679600378862546,2198
ecgaim,ecgfounder_auroc,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0002511726958378265,-0.0007973157077420532,0.0002589432112870245,2198
ecgaim,ecgfounder_auroc,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0005648609077678036,-0.0018180417723871487,0.000610285518181698,2198
ecgaim,ecgfounder_auroc,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0001538446134252687,-0.0012605890321652773,0.0009845153903274002,2198
ecgaim,ecgfounder_auroc,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.0009039191876172847,-0.00036814293860313685,0.0022816324808775925,2198
ecgaim,ecgfounder_auroc,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0006840554843294222,-0.0017448891774793037,0.0007463670209177324,2198
ecgaim,ecgfounder_auroc,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.0002805788205771919,-0.0010532788896928634,0.0015878437595259409,2198
ecgaim,ecgfounder_auroc,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-5.9231106282089536e-05,-0.001145697804868817,0.0010057809422622881,2198
ecgaim,ecgfounder_auroc,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.003380780375384353,0.0009993689427188117,0.006084679317287716,2198
ecgaim,ecgfounder_auroc,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0007208679537990995,-0.003321826291532999,0.0016050773541981026,2198
ecgaim,ecgfounder_auroc,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.003100205412909786,0.001080006597914622,0.0056208148451365875,2198
ecgaim,ecgfounder_auroc,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0006145262349230839,-0.003964263373126574,0.002150273601259693,2198
ecgaim,ecgfounder_auroc,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.0016051586783087984,-0.0030995891053675222,0.005964107325408864,2198
