family,metric,effect,effect_type,protocol,bootstrap_unit,endpoint_representation,estimate,ci_low,ci_high,n,n_patients,n_resamples,method,acceleration,bias_correction
msvae,r2,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-4.374648417898914e-05,-0.00013485267898375852,4.753827950888449e-05,2198,1904,2000,paired_patient_cluster_BCa,0.0038325025327408044,-0.015040336678635672
msvae,r2,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.003048307775915219,-0.0034068979145108706,-0.002721563134579059,2198,1904,2000,paired_patient_cluster_BCa,0.0008100026823851642,-0.03008407662018911
msvae,r2,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0005418411797005556,-0.0007612289249668361,-0.00035102810500788745,2198,1904,2000,paired_patient_cluster_BCa,-0.013219202684545609,0.003759951271145795
msvae,r2,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,2.3097712966593132e-05,-0.0002083531374001265,0.00026646045118581754,2198,1904,2000,paired_patient_cluster_BCa,0.005397258248574667,0.015040336678635672
msvae,r2,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0023221508786516573,-0.0028159070392320745,-0.00195082653310616,2198,1904,2000,paired_patient_cluster_BCa,-0.028651717772234114,-0.046389255705389994
msvae,pearson,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.009391029806870347,0.008896450670161612,0.009898803363322297,2198,1904,2000,paired_patient_cluster_BCa,0.008596908323887953,-0.016293804724859254
msvae,pearson,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.00030001318649989676,0.0002434907847415977,0.00035761123668257857,2198,1904,2000,paired_patient_cluster_BCa,0.00222657856604519,-0.02757640573939172
msvae,pearson,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,2.665739096328277e-05,-9.589262098144671e-08,5.079773108378634e-05,2198,1904,2000,paired_patient_cluster_BCa,-0.001622238560655177,-0.02381521960940948
msvae,pearson,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0006891838575732827,-0.0008015927240682062,-0.0005729768315969413,2198,1904,2000,paired_patient_cluster_BCa,-0.0030203144606801625,0.0
msvae,pearson,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-5.879943971746721e-05,-0.0001139515217886495,-2.5449392560266964e-06,2198,1904,2000,paired_patient_cluster_BCa,8.304936897120492e-05,0.011280066443692957
msvae,pearson,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.00023347087834942222,0.000180486175533243,0.0002894498318163286,2198,1904,2000,paired_patient_cluster_BCa,0.0034611579828039223,-0.0037599512711459344
