dataset,model_id,target,mae,pearson_r,r2,bland_bias,loa_low,loa_high,auroc,auroc_ci_low,auroc_ci_high,auprc,auprc_ci_low,auprc_ci_high,f1,sens,spec,ppv,npv,adj_or,adj_or_ci_low,adj_or_ci_high,pval_logistic,fisher_pval,mask,mse_on,corr_on,deriv_on,vcg_on,energy_on,lead_on,mmd_kernel,mmd_name
ptb_xl,f_1100110_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100110,1,1,0,0,1,1,0,none
ptb_xl,f_1100110_s42,LVH_SokolowLyon,0.4619,0.3096,0.0959,-0.2977,-1.3568,0.7614,0.5541,0.3436,0.7559,0.0045,0.0019,0.0108,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100110,1,1,0,0,1,1,0,none
ptb_xl,f_1100111_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100111,1,1,0,0,1,1,1,global_rbf
ptb_xl,f_1100111_s42,LVH_SokolowLyon,0.4702,0.3167,0.1003,-0.3117,-1.3693,0.7459,0.5944,0.3916,0.7953,0.0052,0.002,0.0133,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100111,1,1,0,0,1,1,1,global_rbf
ptb_xl,f_1100112_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100112,1,1,0,0,1,1,2,anatomical_laplacian
ptb_xl,f_1100112_s42,LVH_SokolowLyon,0.4643,0.3099,0.096,-0.304,-1.3613,0.7533,0.5577,0.3488,0.7602,0.0045,0.0019,0.0109,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100112,1,1,0,0,1,1,2,anatomical_laplacian
ptb_xl,f_1100113_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100113,1,1,0,0,1,1,3,anatomical_imq
ptb_xl,f_1100113_s42,LVH_SokolowLyon,0.4612,0.3093,0.0957,-0.2956,-1.3554,0.7642,0.5515,0.3402,0.7525,0.0045,0.0019,0.0108,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100113,1,1,0,0,1,1,3,anatomical_imq
ptb_xl,f_1100114_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100114,1,1,0,0,1,1,4,temporal_kmeans_imq
ptb_xl,f_1100114_s42,LVH_SokolowLyon,0.4634,0.3098,0.096,-0.3012,-1.36,0.7576,0.5544,0.3434,0.7559,0.0045,0.0019,0.011,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100114,1,1,0,0,1,1,4,temporal_kmeans_imq
ptb_xl,f_1101000_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101000,1,1,0,1,0,0,0,none
ptb_xl,f_1101000_s42,LVH_SokolowLyon,0.3762,0.4393,0.193,-0.0934,-1.0853,0.8985,0.6784,0.437,0.8868,0.0227,0.0023,0.1351,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101000,1,1,0,1,0,0,0,none
ptb_xl,f_1101001_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101001,1,1,0,1,0,0,1,global_rbf
ptb_xl,f_1101001_s42,LVH_SokolowLyon,0.3934,0.4376,0.1915,0.0099,-1.009,1.0289,0.6835,0.5069,0.8622,0.0163,0.0022,0.0704,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101001,1,1,0,1,0,0,1,global_rbf
ptb_xl,f_1101002_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101002,1,1,0,1,0,0,2,anatomical_laplacian
ptb_xl,f_1101002_s42,LVH_SokolowLyon,0.3719,0.4519,0.2042,-0.1295,-1.0948,0.8358,0.7593,0.5681,0.9206,0.0222,0.0034,0.0916,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101002,1,1,0,1,0,0,2,anatomical_laplacian
ptb_xl,f_1101003_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101003,1,1,0,1,0,0,3,anatomical_imq
ptb_xl,f_1101003_s42,LVH_SokolowLyon,0.3799,0.4292,0.1842,-0.0872,-1.0887,0.9143,0.6648,0.4207,0.879,0.0215,0.0022,0.1271,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101003,1,1,0,1,0,0,3,anatomical_imq
ptb_xl,f_1101004_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101004,1,1,0,1,0,0,4,temporal_kmeans_imq
ptb_xl,f_1101004_s42,LVH_SokolowLyon,0.3811,0.4268,0.1822,-0.0461,-1.0559,0.9637,0.6474,0.4032,0.8636,0.0175,0.0021,0.0924,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101004,1,1,0,1,0,0,4,temporal_kmeans_imq
ptb_xl,f_1101010_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101010,1,1,0,1,0,1,0,none
ptb_xl,f_1101010_s42,LVH_SokolowLyon,0.4464,0.2925,0.0855,-0.0931,-1.2485,1.0623,0.5196,0.3187,0.731,0.0151,0.0016,0.1076,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101010,1,1,0,1,0,1,0,none
ptb_xl,f_1101011_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101011,1,1,0,1,0,1,1,global_rbf
ptb_xl,f_1101011_s42,LVH_SokolowLyon,0.468,0.338,0.1142,0.0966,-1.1034,1.2965,0.5933,0.393,0.8126,0.0111,0.002,0.0604,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101011,1,1,0,1,0,1,1,global_rbf
ptb_xl,f_1101012_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101012,1,1,0,1,0,1,2,anatomical_laplacian
ptb_xl,f_1101012_s42,LVH_SokolowLyon,0.4516,0.3062,0.0938,-0.0214,-1.2005,1.1576,0.5574,0.3503,0.7848,0.0087,0.0017,0.0443,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101012,1,1,0,1,0,1,2,anatomical_laplacian
ptb_xl,f_1101013_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101013,1,1,0,1,0,1,3,anatomical_imq
ptb_xl,f_1101013_s42,LVH_SokolowLyon,0.4588,0.2798,0.0783,-0.0583,-1.251,1.1345,0.5201,0.3027,0.7358,0.0112,0.0016,0.072,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101013,1,1,0,1,0,1,3,anatomical_imq
ptb_xl,f_1101014_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101014,1,1,0,1,0,1,4,temporal_kmeans_imq
ptb_xl,f_1101014_s42,LVH_SokolowLyon,0.4673,0.2755,0.0759,-0.0237,-1.235,1.1876,0.5203,0.3096,0.7338,0.0162,0.0016,0.1192,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101014,1,1,0,1,0,1,4,temporal_kmeans_imq
ptb_xl,f_1101100_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101100,1,1,0,1,1,0,0,none
ptb_xl,f_1101100_s42,LVH_SokolowLyon,0.4199,0.2998,0.0899,-0.1824,-1.2589,0.894,0.4857,0.3424,0.6404,0.0035,0.0016,0.0075,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101100,1,1,0,1,1,0,0,none
ptb_xl,f_1101101_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1101101,1,1,0,1,1,0,1,global_rbf
ptb_xl,f_1101101_s42,LVH_SokolowLyon,0.4305,0.3039,0.0923,-0.207,-1.2842,0.8703,0.4993,0.3636,0.6429,0.0035,0.0016,0.0075,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1101101,1,1,0,1,1,0,1,global_rbf
