model_id,ecgfounder_macro_150_auroc,infarct_macro_auroc,conduction_macro_auroc,arrhythmia_macro_auroc,hypertrophy_macro_auroc,afib_auroc,lbbb_auroc,anterior_mi_auroc,lvh_auroc,qrs_duration_error_ms,sokolow_lyon_mae_mv,missing_lead_pearson_r,missing_lead_mae_mv,v3_r_presacan_r2,v3_r_presacan_slope,v3_r_var_ret_pct,v6_r_presacan_r2,v6_r_presacan_slope,v6_r_var_ret_pct,interlead_r2_real_I_V3,interlead_r2_recon_I_V3,spurious_coupling_ratio_v3,avg_precordial_var_ret_pct,mask
f_1010112_s42,0.7190277251938794,0.5482643807131172,0.6786046076723159,0.9432489526904708,0.6952592237344946,0.9735330812368164,0.931406306632838,0.3880721220527045,0.7042730690897697,19.172302592736564,1.2122597176167322,0.35085268646301865,0.13998676907819962,,,,,,,,,,,1010112
f_1010113_s42,0.7192432844081211,0.5484309881861655,0.6790281655704969,0.9431801037515637,0.6957257979073876,0.9736970725935072,0.931512021263743,0.38731919952447,0.7041142270266507,18.97625986245604,1.211574627557651,0.35021577093486794,0.14006426033761687,,,,,,,,,,,1010113
f_1010114_s42,0.7197550391708742,0.5494499224243309,0.6796772344143789,0.9432829556678507,0.6958041387905375,0.9737227967278902,0.9313987555877733,0.3874645003632521,0.7043252911379185,18.873831972344643,1.2115275660008105,0.3510827772804293,0.1398319771663757,,,,,,,,,,,1010114
f_1011000_s42,0.8408671025284478,0.7574091045965987,0.8371752554126068,0.9515782700084188,0.7946237397773638,0.9812278129340948,0.9817944303491604,0.5523545340466284,0.770527616759796,13.300186645683052,0.7322194392957857,0.5424968648303755,0.1520204925100919,,,,,,,,,,,1011000
f_1011001_s42,0.8270096714812805,0.735229135591837,0.8327911069426404,0.9470939861851384,0.7774374905855175,0.981153856047744,0.9817642261689018,0.48852783831979396,0.7185840862011942,14.61651698397225,0.6624439119389678,0.4690925258781873,0.13479500316371312,,,,,,,,,,,1011001
f_1011002_s42,0.8348621015322343,0.75018148527512,0.8316706630644347,0.946898292878009,0.788327636225263,0.9798097700262386,0.9819303491603238,0.48290073310877746,0.755809702856546,13.2363140633612,0.7341719470748123,0.5047162489790229,0.13779134125002235,,,,,,,,,,,1011002
f_1011003_s42,0.8401909702512306,0.7585190357800636,0.8359760777121713,0.9482809502768192,0.7966912098473832,0.9800445027524823,0.9818699407998067,0.545472557955221,0.7717635385659827,13.463513191999036,0.7330509230003869,0.5380643298595635,0.15135738474731333,,,,,,,,,,,1011003
f_1011004_s42,0.8399064180353178,0.7523266184878411,0.8370313481714924,0.9502420791442968,0.7960218903227881,0.9816136749498379,0.9814546333212517,0.5400964269202826,0.7667132313262659,13.386353805845882,0.7065382832273959,0.5310602538057142,0.14976279074188154,,,,,,,,,,,1011004
f_1011010_s42,0.82518799993097,0.6924848283412749,0.8401447907431445,0.9535933835258459,0.7898630028794361,0.9797261665894942,0.9811752446538601,0.43145102701274685,0.7456546904102912,15.520565136020556,0.7336055901029808,0.5141975662018141,0.15103432361362665,,,,,,,,,,,1011010
f_1011011_s42,0.8203777936383981,0.7063476126013233,0.8182888127354103,0.9515889593311838,0.8003276322948191,0.979272778720996,0.9814093270508638,0.46020738392444355,0.7369031455080334,14.877330203133763,0.6532309044216623,0.5108723356076649,0.13126403235439632,,,,,,,,,,,1011011
f_1011012_s42,0.8256901899418022,0.7041238537691145,0.8329854842968732,0.9522972153398608,0.7879111576883874,0.9793177959561662,0.9813338166002177,0.3929859322369724,0.7440815012098109,14.987568242260277,0.8215623913696797,0.5156984418166807,0.13464990532258278,,,,,,,,,,,1011012
f_1011013_s42,0.8260595949108485,0.6936551125129403,0.840556767658139,0.9537189607627834,0.7910598761503468,0.9796329166023563,0.9812281019693125,0.4236444092199987,0.7462900586627677,15.634655966156007,0.7530691646451945,0.5117185702381019,0.15056384096227984,,,,,,,,,,,1011013
f_1011014_s42,0.8229557870026808,0.6882140365605122,0.8384246571464748,0.9529204251335553,0.7902564531552082,0.9794174769768997,0.981220550924248,0.42254804834555176,0.7459201524883805,15.528743452396824,,,,,,,,,,,,,,1011014
reference,0.8840558612943283,0.8551936034183161,0.858285643093653,0.9524534947816979,0.8663552352982097,0.9755556413026701,0.9836821916153196,0.6199722607489597,0.9009565338485909,0.0,0.0,1.0,0.0,,,,,,,,,,,reference
